chip_affymetrix_chip=B,chip_affymetrix_chip=A,chip_affymetrix_chip=C,chip_affymetrix_chip=D,chip_affymetrix_chip=A-D,pp_number_of_probe_pairs,a_fy4_a,alpha_fy5_alpha,gal_gal,heat_heat,rel_alpha_fy5_alpha,rel_gal_gal,rel_heat_heat,avg_abund,median_deviation_of_log_fc_gal,sig_gal,sig_and_fc_gal,median_deviation_of_log_fc_fy5_alpha,sig_fy5_alpha,sig_and_fc_fy5_alpha,median_deviation_of_log_fc_heat,sig_heat,sig_and_fc_heat,thrshld_gal,thrshld_fy5_alpha,thrshld_heat,below_threshold_in_all_conditions,classification
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.233006,-0.291277,-0.288946,0.12969,-0.038235,-0.126172,-0.295111,-0.519705,-0.398314,-0.244582,-0.927353,-0.311952,-0.224357,0.198643,-0.41839,-0.262428,0.405014,0.432706,0.514708,-0.786808,10.03.01.01.11@14.13.01.01@18.02.01.01@40.01.05
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.018473,0.225875,0.31,0.493211,0.282238,0.12969,0.148345,-0.030614,0.34616,-0.519705,-0.121901,-0.244582,-0.710905,-0.311952,-0.224357,-0.112021,-0.339577,-0.262428,-3.986405,0.432706,-0.0,-0.786808,01.01.09.06.01@16.21.17
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.242495,-0.199761,-0.304802,-0.180721,0.12969,-0.038235,1.020522,-0.237968,-0.019528,-0.398314,-0.244582,-0.494458,-0.311952,-0.224357,0.612862,0.200853,-0.262428,0.405014,0.432706,-0.0,-0.786808,01.05@01.07.01
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.25406,-0.177598,-0.223649,-0.186734,0.12969,1.640985,1.498311,-0.218921,0.280579,1.121954,-0.244582,-0.873241,-0.311952,-0.224357,-0.31913,1.056536,-0.262428,0.0,0.432706,-0.0,-0.786808,12.01.01@42.16
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.233006,-0.291277,-0.270908,0.12969,-0.038235,-0.317288,-0.288762,-1.119918,-0.398314,-0.244582,-1.089689,-0.311952,-0.224357,-0.112021,-0.272023,-0.262428,0.405014,0.432706,-0.0,-0.786808,01.04@16.19.03
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.018473,-0.277189,-0.233006,-0.291277,-0.306983,0.12969,-0.038235,-0.126172,-0.30146,-1.219953,-0.398314,-0.244582,-1.089689,-0.311952,-0.224357,0.198643,-0.41839,-0.262428,0.405014,0.432706,0.514708,-0.786808,11.04.03.03
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.018473,-0.277189,-0.233006,-0.291277,-0.300971,0.12969,-0.038235,-1.177308,-0.30146,-1.219953,-0.398314,-0.244582,-1.089689,-0.311952,-0.224357,-0.940459,1.349269,-0.262428,0.405014,0.432706,-0.0,-0.786808,11.04.03@14.07.05@14.10@14.13.01.01@16.01@16.19.03
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.233006,-0.291277,-0.312996,0.12969,-0.038235,-0.126172,-0.30146,-1.219953,-0.398314,-0.244582,-1.089689,-0.311952,-0.224357,0.198643,-0.41839,-0.262428,0.405014,0.432706,0.514708,-0.786808,11.02.03.04
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.018473,-0.277189,-0.233006,-0.284514,-0.252871,0.12969,-0.038235,-0.030614,-0.276064,-1.119918,-0.398314,-0.244582,-1.089689,-0.311952,-0.224357,0.095088,-0.350836,-0.262428,0.405014,0.432706,-0.0,-0.786808,01.01.06.06.01.03@01.07.01@14.07
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.018473,-0.277189,-0.233006,-0.291277,-0.300971,0.12969,-0.038235,0.160502,-0.30146,-1.219953,-0.398314,-0.244582,-1.089689,-0.311952,-0.224357,0.405752,-0.249505,-0.262428,0.405014,0.432706,-3.453974,-0.786808,34.01.01.01
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.288754,-0.233006,-0.304802,-0.288946,0.12969,-0.038235,-0.126172,-0.295111,-1.119918,-0.398314,-0.244582,-1.035577,-0.311952,-0.224357,0.198643,-0.41839,-0.262428,0.405014,0.432706,-0.808186,-0.786808,01.06.10@11.02.03.01@11.02.03.04@20.01.13
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.213583,-0.149893,-0.304802,-0.174709,0.12969,-2.836936,-0.603961,-0.212571,0.580685,1.951192,4.087519,-0.602681,-0.311952,-0.224357,-0.31913,0.009451,-0.262428,-5.450211,0.432706,-0.0,-0.786808,01.05.25@11.02.03.01@11.02.03.04
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.233006,-0.29804,-0.246858,0.12969,-0.038235,0.351617,-0.282413,-1.119918,-0.398314,-0.244582,-0.927353,-0.311952,-0.224357,-0.733349,0.212112,-0.262428,0.405014,0.432706,-0.0,-0.786808,01.04@01.06@14.07.02.02@42.01
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.233006,-0.291277,-0.306983,0.12969,-0.038235,-0.126172,-0.30146,-1.219953,-0.398314,-0.244582,-1.089689,-0.311952,-0.224357,0.198643,-0.41839,-0.262428,0.405014,0.432706,-0.808186,-0.786808,43.01.03.05
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.018473,-0.277189,-0.238547,-0.277751,-0.216796,0.12969,-0.038235,1.498311,-0.263365,-0.219598,-0.398314,-0.244582,-0.873241,-0.311952,-0.224357,0.405752,0.538623,-0.262428,0.405014,0.0,-0.0,-0.786808,10.03.01
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.233006,-0.291277,-0.300971,0.12969,-0.038235,-0.126172,-0.30146,-1.019882,-0.398314,-0.244582,-0.927353,-0.311952,-0.224357,0.198643,-0.41839,-0.262428,0.405014,0.432706,0.514708,-0.786808,12.01.01@42.16
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.233006,-0.304802,-0.294958,0.12969,-0.038235,-0.126172,-0.295111,-0.319634,-0.398314,-0.244582,-1.035577,-0.311952,-0.224357,0.198643,-0.41839,-0.262428,0.405014,0.432706,-0.808186,-0.786808,16.01@42.04.03@43.01.03.05
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.259842,-0.205302,-0.230411,-0.222809,0.12969,0.241635,0.447175,-0.237968,-0.119563,-0.121901,-0.244582,-0.765017,-0.311952,-0.224357,-0.52624,0.200853,-0.262428,0.0,0.432706,-0.0,-0.786808,16.07@20.09.07@20.09.13@20.09.18@40.01
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.018473,0.023493,-0.027994,0.22946,0.137939,0.12969,0.241635,1.689427,0.092191,0.080508,-0.121901,-0.244582,-0.27801,-0.311952,-0.224357,-0.008466,0.921428,-0.262428,0.0,0.0,-0.0,-0.786808,99
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.018473,0.861933,0.780976,0.723146,1.33442,0.12969,1.361115,2.071658,0.987432,0.680721,0.56913,-0.244582,-0.440346,-0.311952,-0.224357,0.819971,0.662471,-0.262428,0.0,0.0,-0.0,-0.786808,10.01.03@10.03.01@14.07@20.01.15@32.01.01@32.07.07@42.25
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.288754,-0.233006,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.819811,-0.398314,-0.244582,-1.089689,-0.311952,-0.224357,0.198643,-0.41839,-0.262428,0.405014,0.432706,0.514708,-0.786808,20.01.01.01@20.03.01.01@34.01.01@34.11.03.07
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.233006,-0.291277,-0.300971,0.12969,-0.038235,-1.368424,-0.30146,-1.219953,-0.398314,-0.244582,-1.089689,-0.311952,-0.224357,-1.251123,3.240776,-0.262428,0.405014,0.432706,-0.0,-0.786808,12.01@14.04@20.01.10@20.01.21@20.09.01
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.236713,-0.233006,-0.000475,-0.210784,0.12969,4.439685,0.064944,-0.180825,0.380614,3.333253,4.087519,-0.927353,-0.311952,-0.224357,0.302198,-0.294541,-0.262428,-3.986405,0.432706,-3.453974,-0.786808,01.05.02.07@02.10@16.19.03
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.018473,-0.277189,-0.233006,-0.311565,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-1.019882,-0.398314,-0.244582,-1.089689,-0.311952,-0.224357,0.198643,-0.41839,-0.262428,0.405014,0.432706,0.514708,-0.786808,10.01.09.05@11.02.03.04@14.07.04@42.10.03
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.244088,-0.29804,-0.258883,0.12969,-0.038235,1.307195,-0.282413,-0.519705,-0.398314,-0.244582,-0.873241,-0.311952,-0.224357,1.130635,0.212112,-0.262428,0.405014,0.432706,-3.453974,-0.786808,12.10
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.018473,-0.219366,-0.144352,-0.142495,-0.114584,0.12969,-0.038235,-0.412845,-0.161778,-0.919847,-0.398314,-0.244582,-0.819129,-0.311952,-0.224357,-0.112021,-0.193211,-0.262428,0.405014,0.432706,-0.0,-0.786808,01.06.02.01@01.06.10@11.02.03.01@11.02.03.04@18.02.09
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.233006,-0.291277,-0.288946,0.12969,-0.038235,1.11608,-0.295111,-1.219953,-0.398314,-0.244582,-1.089689,-0.311952,-0.224357,1.130635,0.122041,-0.262428,0.405014,0.432706,-3.453974,-0.786808,01.04@10.03.01@14.07.03@30.01.05.01.03@32.01@34.11.03.13@40.01.03@42.01@43.01.03.05
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.259842,-0.227466,-0.291277,-0.234834,0.12969,-0.038235,-0.317288,-0.263365,-0.819811,-0.398314,-0.244582,-0.819129,-0.311952,-0.224357,-0.112021,-0.272023,-0.262428,0.405014,0.432706,-0.0,-0.786808,01.02@01.03.07@16.21.07@32.01.01
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.265625,-0.227466,-0.29804,-0.288946,0.12969,-0.038235,-0.126172,-0.282413,-0.319634,-0.398314,-0.244582,-0.54857,-0.311952,-0.224357,0.198643,-0.41839,-0.262428,0.405014,0.432706,-0.808186,-0.786808,01.05.25@10.03.01@10.03.03@16.09@34.11.03.07@40.01@41.01.01@42.01@42.04@43.01.03.05
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.25406,-0.233006,-0.257463,-0.222809,0.12969,-0.038235,0.256059,-0.250667,-0.819811,-0.398314,-0.244582,-0.386234,-0.311952,-0.224357,0.509307,-0.20447,-0.262428,0.405014,0.432706,-3.453974,-0.786808,01.01.06.05.01.01@01.02
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,1.1215,-0.25406,-0.210843,-0.270988,-0.312996,0.12969,-0.038235,-2.228444,-0.269714,-0.519705,-0.398314,-0.244582,-0.710905,-0.311952,-0.224357,-0.733349,2.3288,3.809549,0.405014,0.432706,-0.0,-0.786808,01.04@01.06.02.01@20.09
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.233006,-0.291277,-0.294958,0.12969,-0.038235,-0.126172,-0.288762,-1.219953,-0.398314,-0.244582,-0.981465,-0.311952,-0.224357,0.198643,-0.41839,-0.262428,0.405014,0.432706,0.514708,-0.786808,14.10@16.01@20.09.18.09.01@40.01@42.04@43.01.03.05
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.063242,0.038497,0.209172,0.077815,0.12969,1.267825,-0.22173,0.066795,-0.319634,1.398367,-0.244582,-0.873241,-0.311952,-0.224357,-0.31913,-0.328318,-0.262428,0.0,0.432706,-0.0,-0.786808,02.07.01@11.04.02
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.282972,-0.233006,-0.291277,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.919847,-0.398314,-0.244582,-0.981465,-0.311952,-0.224357,0.198643,-0.41839,-0.262428,0.405014,-2.700762,0.514708,-0.786808,14.04@14.07.07@14.07.11.01@14.13.01.01@20.09.13@40.01@42.04@42.25@43.01.03.05
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,0.11601,0.077283,0.385005,0.510712,0.12969,3.226915,3.027236,0.282668,0.980827,1.674779,4.087519,-0.386234,-0.311952,-0.224357,0.612862,1.270456,3.809549,0.0,0.432706,-0.0,-0.786808,02.45@16.21.05@20.01.15
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.018473,-0.277189,-0.233006,-0.304802,-0.306983,0.12969,-0.038235,-0.126172,-0.30146,-1.219953,-0.398314,-0.244582,-1.089689,-0.311952,-0.224357,0.198643,-0.41839,-0.262428,0.405014,0.432706,0.514708,-0.786808,01.03.01@01.03.10@01.04
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.018473,-0.277189,-0.244088,-0.304802,-0.288946,0.12969,-0.038235,-0.126172,-0.295111,-0.919847,-0.398314,-0.244582,-1.089689,-0.311952,-0.224357,0.198643,-0.41839,-0.262428,0.405014,0.432706,0.514708,-0.786808,10.03.01@11.02.03.04@30.01@32.01.01@32.01.03@40.01
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.018473,0.035057,-0.016912,-0.135732,-0.138634,0.12969,-1.064425,-1.94177,-0.06019,-0.419669,1.121954,-0.244582,-0.765017,-0.311952,-0.224357,-0.733349,1.957253,-0.262428,0.0,0.432706,-0.0,-0.786808,32.01
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.227466,-0.304802,-0.288946,0.12969,-0.038235,-0.030614,-0.288762,-1.019882,-0.398314,-0.244582,-0.54857,-0.311952,-0.224357,0.198643,-0.350836,-0.262428,0.405014,0.432706,-3.453974,-0.786808,01.01.09.07.01
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.25406,-0.183138,-0.270988,-0.210784,0.12969,-0.038235,1.211637,-0.237968,-1.219953,-0.398314,-0.244582,-0.765017,-0.311952,-0.224357,0.198643,0.45981,-0.262428,0.405014,0.432706,-3.453974,-0.786808,30@34.11.03.07
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.265625,-0.221925,-0.284514,-0.222809,0.12969,-0.038235,0.542733,-0.257016,0.180543,-0.398314,-0.244582,-0.386234,-0.311952,-0.224357,0.716416,-0.080621,-0.262428,0.405014,0.432706,-0.0,-0.786808,01.01.09.02.01@16.21.07
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.233006,-0.291277,-0.294958,0.12969,-0.038235,-0.126172,-0.30146,-1.219953,-0.398314,-0.244582,-1.089689,-0.311952,-0.224357,0.198643,-0.41839,-0.262428,0.405014,0.432706,0.514708,-0.786808,01.05@14.07.02.02@42.01
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.018473,-0.277189,-0.233006,-0.304802,-0.306983,0.12969,-0.038235,-0.126172,-0.30146,-0.819811,-0.398314,-0.244582,-0.981465,-0.311952,-0.224357,0.198643,-0.41839,-0.262428,0.405014,0.432706,0.514708,-0.786808,01.07@14.10
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.271407,-0.216384,-0.277751,-0.300971,0.12969,-0.038235,-1.272866,-0.276064,-0.61974,-0.398314,-0.244582,-0.656793,-0.311952,-0.224357,-0.940459,1.506894,-0.262428,0.405014,0.432706,-0.0,-0.786808,10.03.01@11.02.03.04@14.07.03@18.02.01
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.233006,-0.291277,-0.306983,0.12969,-0.038235,-0.126172,-0.30146,-1.219953,-0.398314,-0.244582,-1.089689,-0.311952,-0.224357,-0.112021,-0.41839,-0.262428,0.405014,0.432706,-0.808186,-0.786808,01.04@14.07.03@18.01.01@30.01.05.01.03@32.01@42.01
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.233006,-0.304802,-0.282933,0.12969,-0.038235,-0.126172,-0.30146,-0.719776,-0.398314,-0.244582,-0.873241,-0.311952,-0.224357,0.198643,-0.41839,-0.262428,0.405014,0.432706,0.514708,-0.786808,12.01@16.07@20.01.21@20.09.01@42.10.05
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.018473,-0.288754,-0.249629,-0.291277,-0.294958,0.12969,-0.131525,-0.126172,-0.295111,-0.319634,-0.260107,-0.244582,-0.927353,-0.311952,-0.224357,0.198643,-0.41839,-0.262428,0.0,0.432706,0.514708,-0.786808,01.01.09.04.01@01.01.09.05.01@01.01.09.07.01@16.21.17
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.277189,-0.244088,-0.291277,-0.282933,0.12969,-0.038235,-0.986192,-0.295111,-1.019882,-0.398314,-0.244582,-0.873241,-0.311952,-0.224357,-0.629794,0.594918,-0.262428,0.405014,0.432706,-0.0,-0.786808,01.05.25@01.07.01@30.01.05.05.01@34.11.12
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.018473,-0.277189,-0.233006,-0.257463,-0.294958,0.12969,1.827565,-0.126172,-0.288762,0.780756,0.845542,-0.244582,-1.089689,-0.311952,-0.224357,0.198643,-0.41839,-0.262428,-3.986405,0.432706,-0.808186,-0.786808,01.05@01.06@02.13@42.16
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.288754,-0.238547,-0.270988,-0.306983,0.12969,-0.038235,-0.126172,-0.288762,-0.819811,-0.398314,-0.244582,-0.873241,-0.311952,-0.224357,0.198643,-0.41839,-0.262428,0.405014,0.432706,0.514708,-0.786808,01.05.02.04@01.05.02.07
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.25406,-0.19422,-0.128969,-0.144647,0.12969,0.241635,-0.030614,-0.187174,-0.219598,0.016305,-0.244582,-0.656793,-0.311952,-0.224357,0.198643,-0.350836,-0.262428,0.0,0.432706,-3.453974,-0.786808,10.03.03@14.10@16.01@20.09.18.09.01@42.04.03@43.01.03.05
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.018473,-0.277189,-0.233006,-0.291277,-0.300971,0.12969,-0.038235,-1.655097,-0.30146,-0.61974,-0.398314,-0.244582,-1.089689,-0.311952,-0.224357,-1.251123,4.0852,-0.262428,0.405014,0.432706,-0.0,-0.786808,01.05@34.07.01@43.01.03.05
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.018473,-0.277189,-0.233006,-0.291277,-0.300971,0.12969,-0.038235,-0.126172,-0.30146,-1.219953,-0.398314,-0.244582,-1.089689,-0.311952,-0.224357,0.198643,-0.41839,-0.262428,0.405014,0.432706,0.514708,-0.786808,10.03.01
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.282972,-0.210843,-0.223649,-0.240846,0.12969,-0.038235,-0.22173,-0.250667,-0.419669,-0.398314,-0.244582,-0.981465,-0.311952,-0.224357,0.302198,-0.362095,-0.262428,0.405014,0.432706,-0.0,-0.786808,42.01@42.04.05
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.018473,-0.288754,-0.233006,-0.304802,-0.282933,0.12969,-0.038235,-0.126172,-0.295111,-1.019882,-0.398314,-0.244582,-1.035577,-0.311952,-0.224357,0.198643,-0.41839,-0.262428,0.405014,0.432706,0.514708,-0.786808,34.11.03.07
1.712062,-0.579016,-0.573686,-0.571226,-0.028273,-0.075472,-0.178889,-0.177598,-0.20336,-0.228821,0.12969,-0.038235,-1.750655,-0.206222,0.380614,-0.398314,-0.244582,-0.602681,-0.311952,-0.224357,-0.836904,1.979771,-0.262428,0.405014,0.432706,-0.0,-0.786808,10.03.01@10.03.04.05@16.03.03@20.01.21@34.11.03.07
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.172057,-0.15602,-0.162684,0.12969,-0.038235,-0.126172,-0.168127,-0.119563,-0.398314,-0.244582,0.804229,-0.311952,-0.224357,-0.112021,-0.41839,-0.262428,0.405014,-1.134028,-0.808186,-0.786808,01.04@01.06.02.01@30.01.09.03@32.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.199761,-0.15602,-0.222809,0.12969,-0.038235,-0.126172,-0.180825,0.48065,-0.398314,-0.244582,0.804229,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,10.03.01.02@16.01@18.02.01.02.05@30.05@34.11.03.07@40.01@42.04@43.01.03.05
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.094484,-0.108681,-0.03041,0.12969,-0.038235,0.351617,-0.091936,-0.119563,-0.398314,-0.244582,0.263109,-0.311952,-0.224357,0.612862,-0.159434,-0.262428,0.405014,-1.134028,-3.453974,-0.786808,02.11@02.13.03
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.086372,-0.199761,-0.115443,-0.162684,0.12969,-0.038235,-0.126172,-0.149079,-0.119563,-0.398314,-0.244582,0.804229,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,10.01.02@10.01.03.05@10.01.05.01@10.01.05.03@16.03.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.19422,-0.15602,-0.120597,0.12969,-0.038235,-0.126172,-0.161778,-0.119563,-0.398314,-0.244582,1.507684,-0.311952,-0.224357,-0.008466,-0.41839,-0.262428,0.405014,-1.134028,-0.808186,-0.786808,12.04.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.045895,-0.06678,-0.15602,-0.072497,0.12969,-0.038235,-0.126172,-0.098285,-0.119563,-0.398314,-0.244582,0.154885,-0.311952,-0.224357,-0.008466,-0.41839,-0.262428,0.405014,-1.134028,-0.808186,-0.786808,14.10@20.09.13@20.09.18
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.018473,-0.103719,-0.210843,-0.15602,-0.222809,0.12969,-0.038235,-0.126172,-0.187174,-0.119563,-0.398314,-0.244582,1.39946,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,01.05@14.07.02.02@40.01@42.01@43.01.03.05
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,0.341522,0.254592,0.053627,0.450587,0.12969,-2.277195,-0.126172,0.301716,-0.319634,2.642222,4.087519,0.263109,-0.311952,-0.224357,0.198643,-0.350836,-0.262428,0.0,0.0,-3.453974,-0.786808,01.03.01@01.04
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.233006,-0.15602,-0.120597,0.12969,-0.038235,-1.368424,-0.174476,-0.119563,-0.398314,-0.244582,1.832355,-0.311952,-0.224357,-1.251123,3.240776,-0.262428,0.405014,-1.134028,-0.0,-0.786808,14.07.11@14.13.01@16.17@34.11.03.07
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.205302,-0.15602,-0.222809,0.12969,-0.038235,-0.126172,-0.187174,-0.119563,-0.398314,-0.244582,0.696005,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,14.04@20.09.13@34.01.01.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.210843,-0.15602,-0.078509,0.12969,-0.038235,0.542733,-0.155428,-0.119563,-0.398314,-0.244582,0.858341,-0.311952,-0.224357,0.509307,-0.046844,-0.262428,0.405014,-1.134028,-3.453974,-0.786808,02.13.05@11.02.03.04@16.03.03@40.01.05.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.018473,-0.103719,-0.221925,-0.15602,-0.102559,0.12969,-0.038235,-0.699519,-0.168127,-0.119563,-0.398314,-0.244582,1.886467,-0.311952,-0.224357,-0.112021,0.031969,-0.262428,0.405014,-1.134028,-0.0,-0.786808,01.01.11@01.05
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.199761,-0.15602,-0.108572,0.12969,-0.038235,-0.126172,-0.161778,-0.119563,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,01.06
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.199761,-0.15602,-0.096547,0.12969,-0.038235,0.351617,-0.155428,-0.119563,-0.398314,-0.244582,0.641893,-0.311952,-0.224357,0.612862,-0.159434,-0.262428,0.405014,-1.134028,-3.453974,-0.786808,20.01.11@20.09.07.05
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.199761,-0.15602,-0.222809,0.12969,-0.038235,-0.126172,-0.187174,-0.119563,-0.398314,-0.244582,1.345348,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,16.01@20.01.21@20.09.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.172057,-0.15602,-0.222809,0.12969,-0.038235,-0.126172,-0.168127,-0.119563,-0.398314,-0.244582,1.1289,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,-1.058792,-1.134028,0.514708,-0.786808,01.03.04@20.01.15
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.199761,-0.15602,-0.186734,0.12969,-0.038235,-0.126172,-0.180825,-0.119563,-0.398314,-0.244582,0.641893,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,12.01.01@42.16
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.205302,-0.15602,-0.222809,0.12969,-0.038235,-0.126172,-0.187174,-0.119563,-0.398314,-0.244582,1.39946,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,12.04.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.018473,-0.103719,-0.199761,-0.162783,0.38445,0.12969,-0.038235,2.931678,-0.028444,-0.119563,-0.398314,-0.244582,1.39946,-0.311952,-0.224357,0.095088,1.698297,3.809549,0.405014,-1.134028,-3.453974,-0.786808,02.13.03@10.03.02
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.018473,-0.103719,-0.227466,-0.15602,-0.180721,0.12969,-0.038235,-0.126172,-0.187174,-0.119563,-0.398314,-0.244582,1.561796,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,-0.808186,-0.786808,42.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.105566,-0.15602,-0.084522,0.12969,-0.038235,-1.368424,-0.130031,-0.019528,-0.398314,-0.244582,-0.27801,-0.311952,-0.224357,-1.251123,3.240776,-0.262428,0.405014,-1.134028,-0.0,-0.786808,20.01.09@20.03@20.09
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.018473,-0.103719,-0.221925,-0.15602,-0.186734,0.12969,-0.038235,-0.126172,-0.187174,-0.119563,-0.398314,-0.244582,1.237124,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,-0.808186,-0.786808,02.13@14.01@14.10@20.01.01.01.01@34.01.01.01
